"x(m)","y(m)","Re[Ez]","Im[Ez]"
-0.0688,-0.172,0.0011697916652204953,-0.0015431618855067217
-0.0688,-0.16340000000000002,-0.004140253498463436,-0.002000137168636509
-0.0688,-0.1548,-0.004084925406962647,0.0037184777242779132
-0.0688,-0.14620000000000002,0.003646320108799412,0.004228361411831426
-0.0688,-0.1376,0.003922045586561303,-0.0011664258782001576
-0.0688,-0.129,-0.0013085815144141348,-0.0009716600406179156
-0.0688,-0.12040000000000002,0.0011934685770445717,0.0014600810524444201
-0.0688,-0.1118,0.003786914557164038,-0.003210718886657488
-0.0688,-0.10319999999999997,-0.0034504282845504706,-0.006500261501360857
-0.0688,-0.09459999999999999,-0.0072553061369540145,-0.0005147008749530311
-0.0688,-0.086,-0.0004108794056201091,0.0030107326622663237
-0.0688,-0.07740000000000002,0.0007893859336266598,-0.0025872353291095046
-0.0688,-0.06880000000000001,-0.007061518879399333,-0.003673006838870135
-0.0688,-0.06019999999999999,-0.007506212690245532,0.004554648158661318
-0.0688,-0.05159999999999999,0.0015416865190838575,0.008232855434080881
-0.0688,-0.04300000000000001,0.005038519813182429,0.0007095804322049019
-0.0688,-0.034400000000000014,0.000015142902782529824,-0.00668168284060949
-0.0688,-0.02579999999999999,-0.005659556728025031,-0.005157858837382678
-0.0688,-0.017199999999999965,-0.008804670911949527,0.0003370545752098387
-0.0688,-0.008599999999999969,-0.00964317335121509,0.0017518015636524401
-0.0688,-2.7755575615628914e-17,-0.008519319849570852,-0.001171575670073453
-0.0688,0.008600000000000038,-0.005315041717699313,-0.005316365223601171
-0.0688,0.017199999999999993,0.0015194239632889321,-0.007397244192412696
-0.0688,0.02579999999999999,0.009161711855104334,-0.003239505662974011
-0.0688,0.034400000000000014,0.007308071682664249,0.005586838943762468
-0.0688,0.04299999999999998,-0.00252779686342565,0.00629160856964699
-0.0688,0.05160000000000002,-0.002914188327071608,-0.002205474824898163
-0.0688,0.06019999999999999,0.005696379602828431,-0.0023899066359546793
-0.0688,0.06879999999999999,0.004051665709697109,0.006904690950778653
-0.0688,0.07740000000000001,-0.005591000208150829,0.006896758854335665
-0.0688,0.086,-0.004233020621345981,-0.00208256992095336
-0.0688,0.09460000000000002,0.002070407624446103,-0.0017554322811021343
-0.0688,0.10320000000000001,-0.0031469435672939667,0.003398848361469973
-0.0688,0.11179999999999998,-0.00725857751478542,-0.002066132379580633
-0.0688,0.12040000000000001,0.0016841114365683453,-0.007828879370006904
-0.0688,0.129,0.006410346158497035,-0.0014008748641981905
-0.0688,0.1376,0.00019913219870457951,0.0030566003097950312
-0.0688,0.1462,0.0006697471053695311,-0.0012720923047283693
-0.0688,0.15480000000000002,0.005859577057334847,0.0005262397692640669
-0.0688,0.16340000000000002,-0.0006808752516546066,0.006685498044131363
-0.0688,0.172,-0.00821318878206255,0.0016554293460615817
-0.0688,0.1806,-0.0019328487142341877,-0.005998779042295461
-0.0688,0.1892,0.004217105048176595,-0.002205407099277473
-0.0688,0.19780000000000003,0.00011209966893858501,0.0023588978989824588
-0.0688,0.20640000000000003,-0.0005448420160408226,-0.0010632736454725905
-0.0688,0.21499999999999997,0.003523376161782755,-0.0005128164121603577
-0.0688,0.22360000000000002,-0.0008639748380074287,0.005002733671043267
-0.0688,0.2322,-0.006496675637382919,0.0016149498861374103
-0.0688,0.24080000000000004,-0.0006488103322568326,-0.005816163526789526
-0.0688,0.2494,0.004880725184621086,-0.003684300531757077
-0.0602,-0.258,0.002976155304131315,-0.004545134769321042
-0.0602,-0.24940000000000004,-0.004830716827564988,-0.0023438339151655883
-0.0602,-0.2408,-0.002975877579413725,0.0033372195055079473
-0.0602,-0.2322,0.002152974429996013,0.0018610956882125493
-0.0602,-0.2236,0.00017718857183345634,-0.001302119650574255
-0.0602,-0.21500000000000002,-0.0005164782099687414,0.0004374950305871881
-0.0602,-0.20640000000000003,0.003436761523463229,0.0003235708151899784
-0.0602,-0.1978,0.0009011229117350326,-0.0035964253444143923
-0.0602,-0.1892,-0.005309466266641092,-0.0018917414335739191
-0.0602,-0.18059999999999998,-0.002539064820473284,0.003432795608587113
-0.0602,-0.172,0.0032569906938924877,0.0028162144999800223
-0.0602,-0.16340000000000002,0.0010680185560076384,-0.00010864172735813305
-0.0602,-0.1548,-0.0007405613621690389,0.001127227342536694
-0.0602,-0.14620000000000002,0.0036417989517560072,-0.00002429669501900567
-0.0602,-0.1376,0.003120369672192724,-0.005508880686832841
-0.0602,-0.129,-0.0033958820926178798,-0.004957110166280069
-0.0602,-0.12040000000000002,-0.0029446268167808236,0.0014254420927891929
-0.0602,-0.1118,0.001673305482711661,0.001760776153867122
-0.0602,-0.10319999999999997,-0.0015778375822146711,-0.0021377366874923954
-0.0602,-0.09459999999999999,-0.006242875815735756,0.0018134476596256127
-0.0602,-0.086,-0.0007647166238701137,0.008799815007463322
-0.0602,-0.07740000000000002,0.006327977465381062,0.005456839519101645
-0.0602,-0.06880000000000001,0.0035698290813563683,-0.0023000775100857685
-0.0602,-0.06019999999999999,-0.002596284195127396,-0.00039553118174385696
-0.0602,-0.05159999999999999,-0.001670669271369986,0.007704637058408403
-0.0602,-0.04300000000000001,0.004912958827078841,0.008376118717701421
-0.0602,-0.034400000000000014,0.00946420754819487,0.0007249211057703119
-0.0602,-0.02579999999999999,0.007546539996829938,-0.00537250721398734
-0.0602,-0.017199999999999965,0.002219285065093493,-0.0069663706597304295
-0.0602,-0.008599999999999969,0.00009437106012354974,-0.007979371961997458
-0.0602,-2.7755575615628914e-17,0.0022995120044319722,-0.009074624147317247
-0.0602,0.008600000000000038,0.005092206687016529,-0.006690394060083766
-0.0602,0.017199999999999993,0.0058724096072986015,-0.0012275527848964727
-0.0602,0.02579999999999999,0.0034079680017783187,0.0034319751833099105
-0.0602,0.034400000000000014,-0.0033810225028135174,0.0024505422513126807
-0.0602,0.04299999999999998,-0.006403066369322637,-0.004373739748596094
-0.0602,0.05160000000000002,0.0018418739025551252,-0.008260444746930176
-0.0602,0.06019999999999999,0.00928990385791295,-0.0025822415771639433
-0.0602,0.06879999999999999,0.003199029434063791,0.0036325462718172644
-0.0602,0.07740000000000001,-0.003158052581127601,0.00039298511795397254
-0.0602,0.086,0.003557495723006429,-0.0029472710493592138
-0.0602,0.09460000000000002,0.007865860021030483,0.0034581727371480924
-0.0602,0.10320000000000001,-0.0014429930534147033,0.007646739562571548
-0.0602,0.11179999999999998,-0.006221704452515193,0.0010144804988035127
-0.0602,0.12040000000000001,0.00028923274855372936,-0.0028574692477897384
-0.0602,0.129,0.0005655340535862197,0.0011222481857122064
-0.0602,0.1376,-0.005132793840841036,-0.0002961444855544896
-0.0602,0.1462,-0.00013114634462847784,-0.0059162065981412945
-0.0602,0.15480000000000002,0.00722206457545481,-0.0021017022680581425
-0.0602,0.16340000000000002,0.0019432932900218052,0.005088332977808766
-0.0602,0.172,-0.0035969739339985125,0.002842947933138288
-0.0602,0.1806,0.0004988934759127281,-0.0010857015820619016
-0.0602,0.1892,0.0006870332771944157,0.0009458910830151116
-0.0602,0.19780000000000003,-0.0045045802289198685,-0.00017785502333144256
-0.0602,0.20640000000000003,-0.0004102753993806429,-0.004999263179865914
-0.0602,0.21499999999999997,0.006920866235796321,-0.0017537099834962619
-0.0602,0.22360000000000002,0.002240555038759212,0.005290318134733554
-0.0602,0.2322,-0.004690323055138639,0.0027814003125287345
-0.0602,0.24080000000000004,-0.0014266978695195735,-0.0027982203760083496
-0.0602,0.2494,0.001754341020520853,-0.001408872806401576
-0.05159999999999999,-0.258,0.0002004526365816051,-0.0014293021949844907
-0.05159999999999999,-0.24940000000000004,-0.004779678099097488,0.00024317320701060924
-0.05159999999999999,-0.2408,-0.0008519578412867638,0.00517345966411936
-0.05159999999999999,-0.2322,0.005732762763931091,0.001649349716883949
-0.05159999999999999,-0.2236,0.0020037875774918793,-0.005410879775451421
-0.05159999999999999,-0.21500000000000002,-0.0037535823676216272,-0.003360381551190284
-0.05159999999999999,-0.20640000000000003,-0.0014256581062679085,0.0019205201247663615
-0.05159999999999999,-0.1978,-0.00008082261275249715,0.0004675467084996534
-0.05159999999999999,-0.1892,-0.003720382630934335,-0.00028899309255086864
-0.05159999999999999,-0.18059999999999998,-0.0012657088003735976,0.0040337020337472655
-0.05159999999999999,-0.172,0.005654967628766697,0.0028619173719729852
-0.05159999999999999,-0.16340000000000002,0.003845376546229248,-0.003754258909200326
-0.05159999999999999,-0.1548,-0.0024227718236310403,-0.00360315229946217
-0.05159999999999999,-0.14620000000000002,-0.001231723341879842,0.0009407861697369672
-0.05159999999999999,-0.1376,0.0011311130955950265,-0.0009225998485656911
-0.05159999999999999,-0.129,-0.0032531499686888296,-0.0033723859802252567
-0.05159999999999999,-0.12040000000000002,-0.004953589106642723,0.002377678147153343
-0.05159999999999999,-0.1118,0.0021189468343021413,0.006116216996665581
-0.05159999999999999,-0.10319999999999997,0.006401764458025216,-0.00040653996060057123
-0.05159999999999999,-0.09459999999999999,0.0016618901342556139,-0.004671685465874587
-0.05159999999999999,-0.086,-0.0013298399566323371,0.0013562300743768013
-0.05159999999999999,-0.07740000000000002,0.003634384711216171,0.004732111156236521
-0.05159999999999999,-0.06880000000000001,0.007634609746488026,-0.002750481325391982
-0.05159999999999999,-0.06019999999999999,0.003235036578948047,-0.00933865095208982
-0.05159999999999999,-0.05159999999999999,-0.004285799461242744,-0.005518957872181251
-0.05159999999999999,-0.04300000000000001,-0.005499949289699212,0.0019520513053803527
-0.05159999999999999,-0.034400000000000014,-0.0005192789973292652,0.005103851620387559
-0.05159999999999999,-0.02579999999999999,0.0038699427367017906,0.004962334422139348
-0.05159999999999999,-0.017199999999999965,0.00512333533730929,0.0036012794989528254
-0.05159999999999999,-0.008599999999999969,0.006396479965225042,0.002031533570993755
-0.05159999999999999,-2.7755575615628914e-17,0.007113822573914803,0.0031118529200076556
-0.05159999999999999,0.008600000000000038,0.0033727632160657803,0.007141640585219451
-0.05159999999999999,0.017199999999999993,-0.0028778767476437873,0.008777548175286264
-0.05159999999999999,0.02579999999999999,-0.0069693188175711605,0.004389949586857292
-0.05159999999999999,0.034400000000000014,-0.007122871627580062,-0.002712770992530507
-0.05159999999999999,0.04299999999999998,-0.0030383125680766847,-0.005791248255390824
-0.05159999999999999,0.05160000000000002,0.0019816694593619145,-0.001573727691003833
-0.05159999999999999,0.06019999999999999,0.000503956871155321,0.0033005979449965334
-0.05159999999999999,0.06879999999999999,-0.005673050397734362,0.00007376886650887788
-0.05159999999999999,0.07740000000000001,-0.003638574745523408,-0.007231784262803977
-0.05159999999999999,0.086,0.005436992123627031,-0.0058248551441317095
-0.05159999999999999,0.09460000000000002,0.0057834924014159425,0.0018884574770865385
-0.05159999999999999,0.10320000000000001,-0.0012345015568796399,0.0017424314020820862
-0.05159999999999999,0.11179999999999998,0.0005474759774105222,-0.0023674521872803244
-0.05159999999999999,0.12040000000000001,0.005753542398091944,0.0025075261437836277
-0.05159999999999999,0.129,-0.000657565431927163,0.008063964263042988
-0.05159999999999999,0.1376,-0.007804482823450069,0.001675649048599625
-0.05159999999999999,0.1462,-0.0020221727249908885,-0.005320919657230592
-0.05159999999999999,0.15480000000000002,0.002952449991810964,-0.0015326145691123515
-0.05159999999999999,0.16340000000000002,-0.001144488068002452,0.0009090612687272596
-0.05159999999999999,0.172,-0.00024248999028982982,-0.0030995991465848026
-0.05159999999999999,0.1806,0.005483229831325532,-0.0009129943347369557
-0.05159999999999999,0.1892,0.0009847911447659796,0.005669080370006277
-0.05159999999999999,0.19780000000000003,-0.006935720470026707,0.0023222541528765787
-0.05159999999999999,0.20640000000000003,-0.0026770664309117695,-0.004906940127460832
-0.05159999999999999,0.21499999999999997,0.0042109120755515015,-0.002320785449362898
-0.05159999999999999,0.22360000000000002,0.001223552915358352,0.002203184940697916
-0.05159999999999999,0.2322,-0.001239537586167558,-0.0002734421475886693
-0.05159999999999999,0.24080000000000004,0.002601594580520515,-0.0010330122511404635
-0.05159999999999999,0.2494,0.00200312633138283,0.002503079692482995
-0.043,-0.258,0.0008522048483361394,0.0008667385804684005
-0.043,-0.24940000000000004,-0.00011896150112165581,-0.0011128496831786772
-0.043,-0.2408,0.0006795859824473879,0.0016739615034286237
-0.043,-0.2322,0.0036111566977564914,0.0008347898755665599
-0.043,-0.2236,0.00023278532906871415,-0.003854086327869469
-0.043,-0.21500000000000002,-0.004949920692197864,-0.001636246730615962
-0.043,-0.20640000000000003,-0.0016899083396462388,0.004316670725512208
-0.043,-0.1978,0.003608921253102763,0.0023666699193810674
-0.043,-0.1892,0.001629655012239745,-0.002230859886026434
-0.043,-0.18059999999999998,-0.0008590968374990839,-0.00048416204906526146
-0.043,-0.172,0.0014346666953811078,0.0006230341605917382
-0.043,-0.16340000000000002,0.0005881793011178832,-0.003254903251117685
-0.043,-0.1548,-0.0044615008112042906,-0.002077990126955243
-0.043,-0.14620000000000002,-0.003290598590944027,0.005151306817243289
-0.043,-0.1376,0.002992267569209102,0.005204762026669371
-0.043,-0.129,0.0031049030100441643,-0.0015028271918682765
-0.043,-0.12040000000000002,-0.0013856986986659887,-0.0014310078956509588
-0.043,-0.1118,0.00017741421516351388,0.0033880881111857043
-0.043,-0.10319999999999997,0.00535769237680081,9.038006997423868e-6
-0.043,-0.09459999999999999,0.0032005862809493537,-0.008125148816987834
-0.043,-0.086,-0.0049010571005193,-0.0071532026531512
-0.043,-0.07740000000000002,-0.00695374619704678,0.0005820096138874707
-0.043,-0.06880000000000001,-0.0009389864310431627,0.0026438457390545356
-0.043,-0.06019999999999999,0.002905327196385817,-0.0023738791525351344
-0.043,-0.05159999999999999,-0.0012633869294336009,-0.0063314819084110425
-0.043,-0.04300000000000001,-0.007214204141602438,-0.005344568385836804
-0.043,-0.034400000000000014,-0.008241994865588331,-0.0012233467536702696
-0.043,-0.02579999999999999,-0.006776035841313044,0.0031835933314010166
-0.043,-0.017199999999999965,-0.005907575257435252,0.005732317495929445
-0.043,-0.008599999999999969,-0.004495117687654599,0.005933904422261516
-0.043,-2.7755575615628914e-17,-0.0030910471261296675,0.0052929866385289055
-0.043,0.008600000000000038,-0.0045590738078831496,0.004124651502160375
-0.043,0.017199999999999993,-0.006167094720558841,0.0008750083469632022
-0.043,0.02579999999999999,-0.0026918707832601072,-0.0034737144983188555
-0.043,0.034400000000000014,0.003897838053239196,-0.004042501932061441
-0.043,0.04299999999999998,0.006320977807044772,0.0017273598714070755
-0.043,0.05160000000000002,0.002042827479616974,0.008015528925218956
-0.043,0.06019999999999999,-0.004293681910606146,0.006842997842366573
-0.043,0.06879999999999999,-0.00568999403516712,-0.0007823712294445643
-0.043,0.07740000000000001,-0.0012404177853538865,-0.003871227418762396
-0.043,0.086,0.001112194981360756,0.0011718162703836927
-0.043,0.09460000000000002,-0.003567830456522486,0.002909278765933328
-0.043,0.10320000000000001,-0.005455581075962615,-0.004255847804139453
-0.043,0.11179999999999998,0.0021920755722672452,-0.00704155609239671
-0.043,0.12040000000000001,0.007229090186274593,0.0005414660786313239
-0.043,0.129,0.001446893354439072,0.004982787709001865
-0.043,0.1376,-0.0026644315378176004,0.0006050652305189404
-0.043,0.1462,0.0005376853202803007,-0.0000717693421390392
-0.043,0.15480000000000002,-0.0004374672817281668,0.0038458489049775953
-0.043,0.16340000000000002,-0.005652579952765233,0.00036403445124960176
-0.043,0.172,-0.002064327107540521,-0.005963237928061682
-0.043,0.1806,0.005539995952900124,-0.0027802156664996783
-0.043,0.1892,0.00334830824487988,0.0036719303569334506
-0.043,0.19780000000000003,-0.0022444519811261397,0.0024014718957378924
-0.043,0.20640000000000003,-0.0007123706142038571,-0.00022995470070172395
-0.043,0.21499999999999997,0.0004965339152348426,0.0013569471893266733
-0.043,0.22360000000000002,-0.003171328553250532,-0.00017995208317184893
-0.043,0.2322,-0.0016918179496089789,-0.004323204139047898
-0.043,0.24080000000000004,0.004339389883446484,-0.0015182077181803253
-0.043,0.2494,0.0032876954043126573,0.0035955024417821547
-0.0344,-0.258,0.0036693470722169346,0.0018271822174356375
-0.0344,-0.24940000000000004,0.0020975470764196375,-0.004550561633535297
-0.0344,-0.2408,-0.001907051319042966,-0.0024795871760106523
-0.0344,-0.2322,-0.0012339872915301112,0.0018906188141564076
-0.0344,-0.2236,-0.0002460464750368666,0.0010118136301325124
-0.0344,-0.21500000000000002,-0.001425307077929732,0.0010480417244095814
-0.0344,-0.20640000000000003,0.0007530599610301513,0.003315615885275806
-0.0344,-0.1978,0.004410907400737692,-0.00015585409111556965
-0.0344,-0.1892,0.0018739060900861638,-0.005512975016090494
-0.0344,-0.18059999999999998,-0.0035556055219875733,-0.0029210415889047996
-0.0344,-0.172,-0.003195485097838291,0.0022672411868818474
-0.0344,-0.16340000000000002,-0.00006547562626040307,0.0009817570627246885
-0.0344,-0.1548,-0.000475648353468774,-0.0006537176856613597
-0.0344,-0.14620000000000002,-0.000651982686124333,0.0033843714537553503
-0.0344,-0.1376,0.0035373446136224653,0.004247040618227725
-0.0344,-0.129,0.005791115161772801,-0.002211326815643762
-0.0344,-0.12040000000000002,0.0009137498789058121,-0.005734051108840905
-0.0344,-0.1118,-0.004183520066640408,-0.0007784556897582751
-0.0344,-0.10319999999999997,-0.002004208589956098,0.0035540141755972484
-0.0344,-0.09459999999999999,0.0015611924286194514,0.0007567661490984508
-0.0344,-0.086,-0.0016206720835579185,-0.002791239404722575
-0.0344,-0.07740000000000002,-0.007196561538122744,-0.00011308638517699346
-0.0344,-0.06880000000000001,-0.005588686248814241,0.006269430241251163
-0.0344,-0.06019999999999999,0.0011727604619795036,0.008902728089098174
-0.0344,-0.05159999999999999,0.004975173419023156,0.004724420296104639
-0.0344,-0.04300000000000001,0.004067173775044039,-0.0013629564793103356
-0.0344,-0.034400000000000014,0.0019287712222168204,-0.004353664013305142
-0.0344,-0.02579999999999999,-0.0007606899029014605,-0.0049139301300714245
-0.0344,-0.017199999999999965,-0.0039844135360623196,-0.004995320414272077
-0.0344,-0.008599999999999969,-0.004888808032279461,-0.004789260651459662
-0.0344,-2.7755575615628914e-17,-0.003204270399236381,-0.005143705437034426
-0.0344,0.008600000000000038,-0.001478442857203522,-0.007410010083770729
-0.0344,0.017199999999999993,0.0012119881479120854,-0.008670926246815886
-0.0344,0.02579999999999999,0.005968474615782708,-0.005431207455838662
-0.0344,0.034400000000000014,0.008517438615105892,0.0002494277971739096
-0.0344,0.04299999999999998,0.004803734222948871,0.0036896731848999596
-0.0344,0.05160000000000002,-0.0008524688994172047,0.0029861957262755597
-0.0344,0.06019999999999999,-0.001236696909239089,-0.0004846736150013579
-0.0344,0.06879999999999999,0.003152848526774189,-0.002552764082346393
-0.0344,0.07740000000000001,0.005400398032667411,0.001956080334843626
-0.0344,0.086,0.001112592632184897,0.008534282622740348
-0.0344,0.09460000000000002,-0.0052861541936562555,0.005720762186788609
-0.0344,0.10320000000000001,-0.005776929585369497,-0.0028937746211622328
-0.0344,0.11179999999999998,-0.0005985275801108229,-0.0037370026722958983
