"ky(2π/a)","Frequency(GHz)","Abs[R]","Arg[R]"
-0.235,10.120000000000003,0.9999907965810981,0.07484560012834465
-0.235,10.14,0.999971149147021,0.09212593861902514
-0.235,10.16,0.9999521774717126,0.10948552040035713
-0.235,10.180000000000001,0.9999340110971994,0.12692984561506765
-0.235,10.200000000000001,0.9999167727202567,0.1444644578097512
-0.235,10.22,0.999900577175698,0.16209496451828023
-0.235,10.24,0.9998855304765959,0.17982705830686854
-0.235,10.26,0.9998717289226879,0.19766653865454004
-0.235,10.280000000000001,0.9998592582800688,0.21561933509663225
-0.235,10.3,0.9998481930445334,0.23369153212724378
-0.235,10.32,0.9998385957926728,0.25188939645411335
-0.235,10.34,0.9998305166282467,0.2702194073280816
-0.235,10.360000000000001,0.9998239927297594,0.28868829083904624
-0.235,10.38,0.9998190480044618,0.30730305930265234
-0.235,10.4,0.9998156928540888,0.3260710571696932
-0.235,10.42,0.9998139240560983,0.34500001531205177
-0.235,10.440000000000001,0.9998137247647039,0.36409811611377074
-0.235,10.46,0.9998150646347077,0.3833740725941846
-0.235,10.48,0.999817900071329,0.4028372259069325
-0.235,10.5,0.9998221746084432,0.42249766714728126
-0.235,10.520000000000001,0.9998278194182735,0.442366391690663
-0.235,10.540000000000001,0.9998347539553412,0.46245549764575905
-0.235,10.56,0.9998428867385587,0.4827784450251831
-0.235,10.58,0.9998521162768896,0.5033503998951819
-0.235,10.600000000000001,0.9998623321467934,0.5241886997147567
-0.235,10.620000000000003,0.9998734162340612,0.5453134952132543
-0.235,10.64,0.9998852441604675,0.5667486557129296
-0.235,10.66,0.9998976869279756,0.5885230786087037
-0.235,10.680000000000001,0.999910612834228,0.6106726390606441
-0.235,10.700000000000001,0.9999238897489366,0.6332431926886597
-0.235,10.72,0.9999373879046602,0.656295389636821
-0.235,10.74,0.9999509834714401,0.6799127791199147
-0.235,10.76,0.9999645634060349,0.7042163113748982
-0.235,10.780000000000001,0.9999780324904299,0.7293924121444425
-0.235,10.8,0.9999913242390448,0.7557534295298515
-0.235,10.82,1.0000044179979624,0.7838893283020183
-0.235,10.84,1.0000173552986316,0.8151538248461414
-0.235,10.860000000000001,1.0000300479068926,0.8541684344927912
-0.235,10.88,0.9983374434472597,1.012453321833273
-0.235,10.9,1.0000979569816937,0.9321627925766128
-0.235,10.92,0.9694262099676642,0.5065871896599237
-0.235,10.940000000000001,0.9920329707677878,0.9037930130855726
-0.235,10.96,0.6684810054166537,0.06542627293730752
-0.235,10.98,0.9977384327921983,0.8236079863646485
-0.235,11.,0.999064347809635,0.9777823929186559
-0.23,9.,0.7458071002508372,-1.5627956606059166
-0.23,9.020000000000001,0.8765165466116029,-0.9675032030699413
-0.23,9.040000000000001,0.8184718783188549,-0.42912336985266586
-0.23,9.06,0.3133968146318453,-3.1243046625617783
-0.23,9.08,0.8974044139605485,-1.2619753501561926
-0.23,9.100000000000001,0.8245987415381459,-0.48273484003911643
-0.23,9.120000000000001,0.9307689761052286,-1.4302203439899135
-0.23,9.14,0.9047677038608647,-1.7902895339166889
-0.23,9.16,0.999977412252354,-1.16153847292155
-0.23,9.18,1.0000040974515128,-1.0042834924279416
-0.23,9.200000000000001,1.0000220219398792,-0.9204182632735054
-0.23,9.22,1.000040655491266,-0.8597747562494904
-0.23,9.24,1.000059795526985,-0.8111342428600707
-0.23,9.26,1.0000792563370813,-0.7698969337321422
-0.23,9.280000000000001,1.0000988687463908,-0.7336871913558896
-0.23,9.3,1.0001184728989256,-0.7011077564429078
-0.23,9.32,1.0001379149686718,-0.6712640748662729
-0.23,9.34,1.0001570458281004,-0.6435479289055699
-0.23,9.360000000000001,1.0001757206670292,-0.6175267155479844
-0.23,9.38,1.000193799128519,-0.592881730733505
-0.23,9.4,1.0002111457426397,-0.5693714519761016
-0.23,9.42,1.0002276305324131,-0.5468085389415521
-0.23,9.440000000000001,1.000243129716117,-0.5250448118365285
-0.23,9.46,1.000257526456044,-0.503961094446035
-0.23,9.48,1.0002707116203842,-0.4834601428251678
-0.23,9.5,1.000282584533446,-0.4634615976539596
-0.23,9.520000000000001,1.000293053696522,-0.44389830232027266
-0.23,9.540000000000001,1.000302037464552,-0.42471356588766207
-0.23,9.56,1.0003094646674495,-0.4058590941744639
-0.23,9.58,1.000315275166328,-0.3872934024176192
-0.23,9.600000000000001,1.0003194203369319,-0.3689805810659663
-0.23,9.620000000000001,1.0003218634734965,-0.350889324517039
-0.23,9.64,1.0003225801079259,-0.3329921583696181
-0.23,9.66,1.0003215582396483,-0.31526481844243165
-0.23,9.68,1.000318798472861,-0.29768574714897494
-0.23,9.700000000000001,1.000314314059041,-0.2802356815716854
-0.23,9.72,1.0003081308426116,-0.26289731387675763
-0.23,9.74,1.0003002871097069,-0.2456550093015261
-0.23,9.76,1.0002908333399751,-0.22849457033578996
-0.23,9.780000000000001,1.00027983186248,-0.21140303824512016
-0.23,9.8,1.0002673564179707,-0.1943685249925009
-0.23,9.82,1.0002534916296792,-0.17738007006368087
-0.23,9.84,1.0002383323867148,-0.16042751781740427
-0.23,9.860000000000001,1.0002219831438943,-0.14350141184408943
-0.23,9.88,1.0002045571432399,-0.12659290348917282
-0.23,9.9,1.000186175562492,-0.10969367222676352
-0.23,9.92,1.0001669665972273,-0.09279585598689842
-0.23,9.940000000000001,1.000147064482957,-0.07589198987233006
-0.23,9.96,1.000126608465036,-0.05897495196612766
-0.23,9.98,1.000105741723712,-0.042037915144607294
-0.23,10.,1.00008461026282,-0.025074303981315108
-0.23,10.020000000000001,1.0000633617705286,-0.008077755966622266
-0.23,10.040000000000001,1.0000421444609764,0.008957913622208295
-0.23,10.06,1.0000211059057695,0.02603874377519885
-0.23,10.08,1.0000003918645723,0.04317065723194388
-0.23,10.100000000000001,0.9999801451240204,0.06035948784006121
-0.23,10.120000000000003,0.9999605043540163,0.07761100619446155
-0.23,10.14,0.9999416029909423,0.09493094393169331
-0.23,10.16,0.9999235681564757,0.11232501703216113
-0.23,10.180000000000001,0.9999065196211131,0.1297989484735344
-0.23,10.200000000000001,0.9998905688209341,0.14735849057834113
-0.23,10.22,0.9998758179359292,0.16500944740991447
-0.23,10.24,0.9998623590378843,0.1827576975933462
-0.23,10.26,0.9998502733151792,0.2006092179760186
-0.23,10.280000000000001,0.9998396303817754,0.21857010859482828
-0.23,10.3,0.9998304876768528,0.23664661949419055
-0.23,10.32,0.9998228899610732,0.254845180038388
-0.23,10.34,0.999816868914807,0.27317243150122594
-0.23,10.360000000000001,0.9998124428434472,0.29163526389687167
-0.23,10.38,0.9998096164935735,0.3102408582639641
-0.23,10.4,0.9998083809839831,0.32899673594485573
-0.23,10.42,0.9998087138541679,0.3479108168533859
-0.23,10.440000000000001,0.9998105792329047,0.3669914893398131
-0.23,10.46,0.9998139281286279,0.3862476951162664
-0.23,10.48,0.9998186988430714,0.4056890339012867
-0.23,10.5,0.9998248175092466,0.42532589414171773
-0.23,10.520000000000001,0.9998321987546118,0.4451696186207202
-0.23,10.540000000000001,0.9998407464906723,0.46523271735426946
-0.23,10.56,0.9998503548305095,0.48552914554863796
