"Frequency(GHz)","y(m)","Re(Ez)","Im(Ez)"
2.2,-0.055999999999999994,0.0005670752068641796,0.0004892711564040414
2.2,-0.04799999999999999,0.00035936938345627076,0.00045425066038395565
2.2,-0.03999999999999998,0.0001964627470964253,0.0003600364312181838
2.2,-0.03199999999999997,0.00013006044980589548,0.00014246620097864665
2.2,-0.023999999999999994,0.00020029195794645207,-0.00017549289554274464
2.2,-0.015999999999999986,0.0005568275742765406,-0.000656034244300024
2.2,-0.00799999999999998,0.001204900792845563,-0.00136998845652076
2.2,0.,0.0020601814990185924,-0.002220498671808093
2.2,0.008000000000000007,0.0019016970325006542,-0.0025097168695847358
2.2,0.016000000000000014,0.0008909898627268915,-0.002101490630342642
2.2,0.02400000000000002,0.000027005108393156494,-0.0012678724343247918
2.2,0.03200000000000003,-0.0003680624917488239,-0.000554516127600133
2.2,0.040000000000000036,-0.0004909278326344471,-0.00012953223763158056
2.2,0.04800000000000004,-0.0005211898094124396,0.00031260980722559717
2.2,0.055999999999999994,-0.0003870615428274976,0.0005622800791776258
2.2,0.064,-0.0001239113952303691,0.0007434454677601197
2.2,0.07200000000000001,0.00022252235538338503,0.0008350829100386563
2.2,0.08000000000000002,0.0007078833335737109,0.0008569325738052969
2.2,0.08800000000000002,0.001124310113775178,0.0006898541979743591
2.2,0.09600000000000003,0.0013905540909299027,0.0005007540724728179
2.2,0.10400000000000004,0.0015842680906173858,0.0002068135903453711
2.2,0.11199999999999999,0.001621125197722259,-0.000012052477337284155
2.2,0.12,0.0014146970467261628,-0.00027522237260853836
2.2,0.128,0.0010747023774740575,-0.0004499179994750244
2.2,0.136,0.0007045701003262924,-0.0005564838682793944
2.2,0.14400000000000002,0.00032940018587994824,-0.0005558232051140503
2.2,0.15200000000000002,0.00001032246730622673,-0.0005541228623957975
2.2,0.16000000000000003,-0.00021544378356357186,-0.0005138885558686949
2.2,0.16800000000000004,-0.00034802240757563115,-0.00041922234536133845
2.2,0.17600000000000005,-0.00036588420959117636,-0.00030740067062522835
2.2,0.184,-0.0003730935880239795,-0.0001782651469339788
2.2,0.192,-0.00023525670054870104,-0.000022265572324528276
2.2,0.2,-0.00022188610697962465,0.00008260597572468086
2.2,0.20800000000000002,-0.0001409011889550867,0.00012699163282296573
2.2,0.21600000000000003,-0.00015677686822563878,0.00018586645807773034
2.2,0.22400000000000003,-0.000185325162567307,0.00012435212165621154
2.2,0.23200000000000004,-0.0002960657974782006,0.00008231570433153751
2.2,0.24,-0.0003128412085212581,-0.000047800680277154
2.24,-0.24,-0.00011948755871022154,-0.00047138374237713304
2.24,-0.23199999999999998,-0.0003574903209528774,-0.0003004155626361735
2.24,-0.22399999999999998,-0.0006117591211269142,-0.00023519283037972384
2.24,-0.216,-0.0009058801916255301,-0.0000922480224475994
2.24,-0.208,-0.0010725986312205287,9.42050443702448e-6
2.24,-0.19999999999999998,-0.0012332363366998407,-0.000022413644129346195
2.24,-0.192,-0.0012758671539710293,-0.00014490952459333216
2.24,-0.184,-0.0012667510828865047,-0.00030775745970791255
2.24,-0.176,-0.0011207228872399634,-0.0004544843307711722
2.24,-0.16799999999999998,-0.0009221566925625645,-0.0005623164951893833
2.24,-0.15999999999999998,-0.0006647636505855589,-0.0006290007081881236
2.24,-0.152,-0.0002991860785002053,-0.0006390165226155494
2.24,-0.144,0.000023649809298467712,-0.0005915764573756685
2.24,-0.13599999999999998,0.0003287037015993335,-0.0005067818691102676
2.24,-0.128,0.0006207332962713029,-0.00037730459494175647
2.24,-0.12,0.0008344369384781699,-0.0002070746235350407
2.24,-0.11199999999999999,0.0010199100432920593,-0.00003963793627309093
2.24,-0.10399999999999998,0.0011405710847087712,0.00011405958235175799
2.24,-0.09599999999999997,0.001102509388482895,0.00024327307538458352
2.24,-0.088,0.0009188074929452684,0.0003171844118689168
2.24,-0.07999999999999999,0.0006695116410078624,0.00030378198663508546
2.24,-0.07199999999999998,0.00043967155876040284,0.0003120425685995385
2.24,-0.064,0.00008285764486275628,0.00024410912238545564
2.24,-0.055999999999999994,-0.00011836990915063178,0.0001756414604604254
2.24,-0.04799999999999999,-0.0002481709754077846,0.00007715529475770791
2.24,-0.03999999999999998,-0.00024917986051026095,-0.00007879081619127247
2.24,-0.03199999999999997,-0.00012519184822675113,-0.00020678586517837747
2.24,-0.023999999999999994,0.000227907903485915,-0.0003375847993521848
2.24,-0.015999999999999986,0.0007861378067734553,-0.0004867790828470563
2.24,-0.00799999999999998,0.0017115221410199278,-0.0005030886658418795
2.24,0.,0.002904400932675821,-0.000523203158220421
