"ky(2π/a)","Frequency(GHz)","LDOS(s/m)"
-0.235,9.82,0.061427101623076893
-0.235,9.83,0.060246863203312656
-0.235,9.84,0.059120983073917964
-0.235,9.85,0.05804676245469426
-0.235,9.86,0.05702168692719638
-0.235,9.870000000000001,0.056043412232885594
-0.235,9.88,0.055109751381909086
-0.235,9.89,0.054218662938482196
-0.235,9.9,0.05336824036437033
-0.235,9.91,0.05255670231551238
-0.235,9.92,0.0517823837987089
-0.235,9.93,0.051043728105714156
-0.235,9.94,0.05033927945123472
-0.235,9.95,0.04966767624941189
-0.235,9.96,0.04902764497049286
-0.235,9.97,0.0484179945257034
-0.235,9.98,0.047837611133926615
-0.235,9.99,0.047285453628765704
-0.235,10.,0.046760549168992485
-0.235,10.01,0.04626198931934137
-0.235,10.02,0.04578892647214792
-0.235,10.030000000000001,0.0453405705835132
-0.235,10.04,0.04491618620054267
-0.235,10.05,0.0445150897587989
-0.235,10.06,0.04413664713146949
-0.235,10.07,0.043780271413893096
-0.235,10.08,0.04344542092906758
-0.235,10.09,0.04313159744158003
-0.235,10.1,0.04283834456909403
-0.235,10.11,0.04256524638211497
-0.235,10.120000000000001,0.04231192618425282
-0.235,10.129999999999999,0.04207804546663277
-0.235,10.14,0.04186330303148308
-0.235,10.15,0.041667434281276616
-0.235,10.16,0.04149021067112962
-0.235,10.17,0.04133143932349359
-0.235,10.18,0.04119096280552138
-0.235,10.19,0.04106865907087272
-0.235,10.2,0.04096444156916304
-0.235,10.21,0.04087825952777313
-0.235,10.22,0.04081009841235083
-0.235,10.23,0.04075998057407238
-0.235,10.24,0.040727966093620276
-0.235,10.25,0.04071415383390769
-0.235,10.26,0.04071868271587316
-0.235,10.27,0.04074173323422704
-0.235,10.280000000000001,0.04078352923289939
-0.235,10.29,0.04084433996317777
-0.235,10.3,0.040924482451197425
-0.235,10.31,0.041024324205635336
-0.235,10.32,0.0411442863012567
-0.235,10.33,0.04128484687947863
-0.235,10.34,0.041446545113482086
-0.235,10.35,0.041629985692778884
-0.235,10.36,0.04183584389071333
-0.235,10.370000000000001,0.04206487128837824
-0.235,10.379999999999999,0.04231790224012653
-0.235,10.39,0.04259586117959989
-0.235,10.4,0.04289977088137832
-0.235,10.41,0.04323076181248531
-0.235,10.42,0.04359008273066404
-0.235,10.43,0.04397911271333462
-0.235,10.44,0.044399374833376214
-0.235,10.45,0.04485255173651278
-0.235,10.46,0.04534050342156194
-0.235,10.47,0.04586528758094542
-0.235,10.48,0.04642918292694269
-0.235,10.49,0.0470347160120813
-0.235,10.5,0.04768469215348883
-0.235,10.51,0.048382231195682426
-0.235,10.52,0.04913080900021372
-0.235,10.530000000000001,0.0499343057416734
-0.235,10.54,0.050797062328028546
-0.235,10.55,0.051723946562570455
-0.235,10.56,0.05272043104263623
-0.235,10.57,0.053792685270446304
-0.235,10.58,0.05494768506560508
-0.235,10.59,0.0561933431601344
-0.235,10.6,0.05753866588413903
-0.235,10.61,0.058993942194512136
-0.235,10.620000000000001,0.06057097307361252
-0.235,10.629999999999999,0.06228335168902482
-0.235,10.64,0.0641468078867511
-0.235,10.65,0.06617963491679964
-0.235,10.66,0.0684032222428763
-0.235,10.67,0.07084272658064311
-0.235,10.68,0.07352792501928589
-0.235,10.69,0.0764943108628045
-0.235,10.7,0.07978451726696797
-0.235,10.71,0.08345018997273453
-0.235,10.72,0.08755448518061931
-0.235,10.73,0.09217545312657803
-0.235,10.74,0.0974107015208698
-0.235,10.75,0.10338394981838482
-0.235,10.76,0.11025444754873923
-0.235,10.77,0.11823085527489412
-0.235,10.780000000000001,0.12759230621697257
-0.235,10.79,0.13872145354436435
-0.235,10.8,0.15215837749577316
-0.22999999999999998,9.3,0.8046601020406766
-0.22999999999999998,9.31,0.714088881260185
-0.22999999999999998,9.32,0.6387378221197119
-0.22999999999999998,9.33,0.5753154718025448
-0.22999999999999998,9.34,0.5213832247698897
-0.22999999999999998,9.35,0.4751018268627524
-0.22999999999999998,9.36,0.435061882703685
-0.22999999999999998,9.370000000000001,0.4001679447718618
-0.22999999999999998,9.38,0.36955762792314806
-0.22999999999999998,9.39,0.34254412929886924
-0.22999999999999998,9.4,0.3185747027928085
-0.22999999999999998,9.41,0.2972002071310008
-0.22999999999999998,9.42,0.2780524672360049
-0.22999999999999998,9.43,0.26082723200168173
-0.22999999999999998,9.44,0.24527119634005518
-0.22999999999999998,9.45,0.23117201260967488
-0.22999999999999998,9.46,0.2183505268208936
-0.22999999999999998,9.47,0.20665468872333354
-0.22999999999999998,9.48,0.19595473411408693
-0.22999999999999998,9.49,0.1861393432567102
-0.22999999999999998,9.5,0.17711255485169836
-0.22999999999999998,9.51,0.16879126968169236
-0.22999999999999998,9.52,0.16110321804754837
-0.22999999999999998,9.53,0.1539852946480553
-0.22999999999999998,9.54,0.14738218657160684
-0.22999999999999998,9.55,0.14124523662013436
-0.22999999999999998,9.56,0.1355314967319037
-0.22999999999999998,9.57,0.13020293585325005
-0.22999999999999998,9.58,0.12522577398331022
-0.22999999999999998,9.59,0.12056991982889857
-0.22999999999999998,9.6,0.11620849396219082
-0.22999999999999998,9.61,0.11211742287025671
-0.22999999999999998,9.620000000000001,0.10827509204554507
-0.22999999999999998,9.63,0.10466204845755073
-0.22999999999999998,9.64,0.10126074449471864
-0.22999999999999998,9.65,0.09805531686869512
-0.22999999999999998,9.66,0.09503139510414566
-0.22999999999999998,9.67,0.09217593515358893
-0.22999999999999998,9.68,0.08947707442217634
-0.22999999999999998,9.69,0.0869240050965314
-0.22999999999999998,9.7,0.08450686317162132
-0.22999999999999998,9.71,0.08221663098143084
-0.22999999999999998,9.72,0.08004505137974112
-0.22999999999999998,9.73,0.07798455199995248
-0.22999999999999998,9.74,0.07602817825832603
-0.22999999999999998,9.75,0.07416953396175385
-0.22999999999999998,9.76,0.07240272854616422
-0.22999999999999998,9.77,0.07072233011043542
-0.22999999999999998,9.78,0.06912332352778007
-0.22999999999999998,9.79,0.067601073015646
-0.22999999999999998,9.8,0.06615128862926051
-0.22999999999999998,9.81,0.06476999621550103
-0.22999999999999998,9.82,0.06345351042482122
-0.22999999999999998,9.83,0.062198410431199704
-0.22999999999999998,9.84,0.061001518054857574
-0.22999999999999998,9.85,0.05985987802100488
-0.22999999999999998,9.86,0.05877074012105758
-0.22999999999999998,9.870000000000001,0.05773154307142502
-0.22999999999999998,9.88,0.05673989988978449
-0.22999999999999998,9.89,0.05579358463027759
-0.22999999999999998,9.9,0.05489052033779045
-0.22999999999999998,9.91,0.05402876809777735
-0.22999999999999998,9.92,0.053206517072333565
-0.22999999999999998,9.93,0.05242207542567859
-0.22999999999999998,9.94,0.05167386205313523
-0.22999999999999998,9.95,0.050960399037287794
-0.22999999999999998,9.96,0.05028030476345047
-0.22999999999999998,9.97,0.049632287634033365
-0.22999999999999998,9.98,0.04901514032798258
-0.22999999999999998,9.99,0.04842773455731574
-0.22999999999999998,10.,0.04786901627795873
-0.22999999999999998,10.01,0.047338001316713126
