"Layer","ky(2π/a)","Frequency(GHz)","Abs[R]","Arg[R]"
1,-0.49,10.8,0.6605502501702653,-0.25046671014787947
1,-0.49,10.850000000000001,0.6329363040622651,-0.17856829293445448
1,-0.49,10.9,0.6034662343495284,-0.1046561588123756
1,-0.49,10.950000000000001,0.5720809252195007,-0.02858254611277387
1,-0.49,11.,0.5387542649483157,0.049797919222802925
1,-0.49,11.05,0.5035064895311678,0.1306484617822647
1,-0.49,11.100000000000001,0.4664133906739814,0.21418697929047176
1,-0.49,11.15,0.4276104488901084,0.30074599362184334
1,-0.49,11.200000000000001,0.3872921377978128,0.39086852906655245
1,-0.49,11.25,0.3457081153227387,0.4854664517418595
1,-0.49,11.3,0.3031598159387223,0.5860995121347892
1,-0.49,11.350000000000001,0.26000386535588277,0.6955097677116185
1,-0.49,11.4,0.2166754370019823,0.8187472249904355
1,-0.49,11.450000000000001,0.1737650194947188,0.9658065719721118
1,-0.49,11.5,0.132254614286232,1.1585533814902271
1,-0.49,11.55,0.09431522146504243,1.4504374794486372
1,-0.49,11.600000000000001,0.06614375253945001,1.9662190907844668
1,-0.49,11.65,0.06181050881524921,2.7391382669672155
1,-0.49,11.700000000000001,0.08399162458245464,-2.949963044684777
1,-0.49,11.75,0.11765487240229365,-2.619243351174483
1,-0.49,11.8,0.15460908770185536,-2.4123122665333727
1,-0.49,11.850000000000001,0.1921518045712816,-2.2615400816811264
1,-0.49,11.9,0.22925356921976156,-2.1397300729979136
1,-0.49,11.950000000000001,0.26543308196229043,-2.0347406980191423
1,-0.49,12.,0.3004297921312066,-1.940495362570533
1,-0.48,8.,0.6779362588031415,-3.141553660141777
1,-0.48,8.05,0.6113864923270713,-3.141542919036494
1,-0.48,8.1,0.5111005243589563,-3.1415192471358493
1,-0.48,8.15,0.32772265560989217,-3.1414604805036714
1,-0.48,8.200000000000001,0.18229507124439762,0.0012252211349000192
1,-0.48,8.25,134.315072758049,0.25398407184035776
1,-0.48,8.3,1.725250602376362,3.1370436619849142
1,-0.48,8.35,1.1640569264430327,3.1374997458399916
1,-0.48,8.4,1.0062100327466428,-2.947181378018324
1,-0.48,8.450000000000001,0.9658690014696609,-2.769603057477683
1,-0.48,8.5,0.9537976347213281,-2.7200267210679234
1,-0.48,8.55,0.9719846788915966,-2.6457580036132913
1,-0.48,8.600000000000001,0.9848560960871391,-2.559096670750785
1,-0.48,8.65,0.9795807883987926,-2.4727768415760942
1,-0.48,8.700000000000001,0.9634215894404692,-2.4037310281912405
1,-0.48,8.75,0.9521449364461274,-2.3506106768169297
1,-0.48,8.8,0.9499465937619862,-2.3026947098237036
1,-0.48,8.850000000000001,0.9536132434063612,-2.2532514858362687
1,-0.48,8.9,0.9589195722269934,-2.2003125237385905
1,-0.48,8.950000000000001,0.9626921522480589,-2.1446970912044643
1,-0.48,9.,0.9634547405041921,-2.0884622245636444
1,-0.48,9.05,0.9614558773027496,-2.0335518156864665
1,-0.48,9.100000000000001,0.9577011804315583,-1.980415194003802
1,-0.48,9.15,0.9517626190390123,-1.931472683336682
1,-0.48,9.200000000000001,0.9489187952612173,-1.8846426329769104
1,-0.48,9.25,0.9466859289120125,-1.8379825899035882
1,-0.48,9.3,0.9448652247807621,-1.7916800066671692
1,-0.48,9.350000000000001,0.9437163233726542,-1.7457223106138542
1,-0.48,9.4,0.9434631805216354,-1.6992167302265309
1,-0.48,9.450000000000001,0.943281471778175,-1.6513928810130938
1,-0.48,9.5,0.942266503172006,-1.6024675705657518
1,-0.48,9.55,0.9400326685812573,-1.553050173611522
1,-0.48,9.600000000000001,0.9366221687532279,-1.503721668021426
1,-0.48,9.65,0.932362106694604,-1.4548602827013994
1,-0.48,9.700000000000001,0.9276971251437616,-1.4065350949907096
1,-0.48,9.75,0.9229903986499535,-1.358514406147969
1,-0.48,9.8,0.9183945638994169,-1.3104053505870683
1,-0.48,9.850000000000001,0.9138526921774647,-1.2618210820134221
1,-0.48,9.9,0.909177814291572,-1.2124786654510558
1,-0.48,9.950000000000001,0.9041370216952738,-1.162220782506248
1,-0.48,10.,0.8985105041122223,-1.1109965990682715
1,-0.48,10.05,0.8921260762919107,-1.0588267554008597
1,-0.48,10.100000000000001,0.8848732536357962,-1.0057626353934548
1,-0.48,10.15,0.876698320974781,-0.9518471500601127
1,-0.48,10.200000000000001,0.8675839094865695,-0.8970857594888649
1,-0.48,10.25,0.8575214527928733,-0.8414345787719334
1,-0.48,10.3,0.8464869307910193,-0.7848059166335788
1,-0.48,10.350000000000001,0.8344271388204005,-0.7270851269330935
1,-0.48,10.4,0.8212579113774187,-0.6681501776454415
1,-0.48,10.450000000000001,0.8068712518115886,-0.6078874342227497
1,-0.48,10.5,0.7911468700563759,-0.5462007105227432
1,-0.48,10.55,0.7739643964679512,-0.48301344279086145
1,-0.48,10.600000000000001,0.755213832632851,-0.4182650359880019
1,-0.48,10.65,0.7348028334185981,-0.3519028401628831
1,-0.48,10.700000000000001,0.7126601279712511,-0.2838713402317234
1,-0.48,10.75,0.6887351479342404,-0.21410042212968003
1,-0.48,10.8,0.6629948514128899,-0.14249460971441777
1,-0.48,10.850000000000001,0.6354195535234968,-0.0689246924216871
1,-0.48,10.9,0.6059999653465337,0.006778174645679195
1,-0.48,10.950000000000001,0.574737330438871,0.08482739673504679
1,-0.48,11.,0.5416476188445768,0.1654885012574971
1,-0.48,11.05,0.5067695452570132,0.24909477977764946
1,-0.48,11.100000000000001,0.47017521202207163,0.33607884531186644
1,-0.48,11.15,0.43198167437982826,0.4270314680754703
1,-0.48,11.200000000000001,0.39236206620926034,0.5228061339694398
1,-0.48,11.25,0.3515560908304676,0.6247025889896033
1,-0.48,11.3,0.309882159860809,0.7347952079155703
1,-0.48,11.350000000000001,0.26775831639745573,0.85654522474547
1,-0.48,11.4,0.22574960465081662,0.9960074027262323
1,-0.48,11.450000000000001,0.1846861662388388,1.1643429032110069
1,-0.48,11.5,0.14596968178358136,1.3831493463127629
1,-0.48,11.55,0.11237094820281619,1.6939057107660045
1,-0.48,11.600000000000001,0.0896694764119876,2.154397192062209
1,-0.48,11.65,0.08620880465474509,2.733172586721571
1,-0.48,11.700000000000001,0.10302363321102591,-3.0510588459676176
1,-0.48,11.75,0.1316896541114753,-2.711514261613756
1,-0.48,11.8,0.1653180722123265,-2.4794027966329293
1,-0.48,11.850000000000001,0.20065039247407415,-2.307037971092069
1,-0.48,11.9,0.23621400043181182,-2.1687567554889036
1,-0.48,11.950000000000001,0.2712788344121229,-2.051284824446178
1,-0.48,12.,0.3054441258233656,-1.947408603709168
1,-0.47,8.,0.8082120192127806,-3.1415529061595397
1,-0.47,8.05,0.77344833053023,-3.141473037449508
1,-0.47,8.1,0.7226610443354478,-3.1411906553938396
1,-0.47,8.15,0.6091511405226128,3.1387593014410027
1,-0.47,8.200000000000001,1.1765828678847912,-3.0790524911126975
1,-0.47,8.25,0.9719559784270068,-2.83157093487063
1,-0.47,8.3,0.9047391414103846,-2.7721265197855303
1,-0.47,8.35,0.948478760964103,-2.703191466391272
1,-0.47,8.4,0.9645414724105957,-2.61396037042839
1,-0.47,8.450000000000001,0.9670431246847268,-2.5272932664601786
1,-0.47,8.5,0.9552718037291795,-2.4525779182027634
1,-0.47,8.55,0.942848138885579,-2.3960758214076443
1,-0.47,8.600000000000001,0.9387684261840084,-2.348514474251563
1,-0.47,8.65,0.9413372658085942,-2.3013341425941016
1,-0.47,8.700000000000001,0.9466400646497063,-2.251543665804295
1,-0.47,8.75,0.95156679744514,-2.19909077092198
1,-0.47,8.8,0.954196844995832,-2.145366077652083
1,-0.47,8.850000000000001,0.9540161523789836,-2.0922594236217416
1,-0.47,8.9,0.9517364435598755,-2.041258670253288
1,-0.47,8.950000000000001,0.9486509015438714,-1.992922009446227
1,-0.47,9.,0.9459413940620212,-1.9469112361850296
1,-0.47,9.05,0.9442978566109319,-1.9023736845243993
1,-0.47,9.100000000000001,0.9438771853371603,-1.8583514545899222
1,-0.47,9.15,0.9444468280427437,-1.8140412065825566
1,-0.47,9.200000000000001,0.9455674428616925,-1.7688593111270823
1,-0.47,9.25,0.9466142318811819,-1.7221915523022027
1,-0.47,9.3,0.9444213106447779,-1.6744925405560414
1,-0.47,9.350000000000001,0.9447442087676431,-1.6302042994052144
1,-0.47,9.4,0.9441380497575553,-1.5821663695019907
1,-0.47,9.450000000000001,0.9412699522453694,-1.534241640606854
1,-0.47,9.5,0.9371846424264537,-1.4879015530373365
1,-0.47,9.55,0.9337677725216265,-1.4429447495538992
1,-0.47,9.600000000000001,0.9313392104920741,-1.397582696326112
1,-0.47,9.65,0.9289323742878165,-1.3511459388090508
1,-0.47,9.700000000000001,0.9259555010906302,-1.3038926185294688
1,-0.47,9.75,0.9222709536790151,-1.2561856239963745
1,-0.47,9.8,0.9179984542470646,-1.2082764868255773
1,-0.47,9.850000000000001,0.9133941345333897,-1.1601972889612564
1,-0.47,9.9,0.9086710691994105,-1.1117110003792903
1,-0.47,9.950000000000001,0.9038339626280925,-1.0624305957143134
1,-0.47,10.,0.8986677545122002,-1.0120259972509904
1,-0.47,10.05,0.8928564638283132,-0.9603481364179087
1,-0.47,10.100000000000001,0.8861112108533556,-0.9074253912215081
1,-0.47,10.15,0.8782419353458363,-0.8533936826679465
1,-0.47,10.200000000000001,0.8691752648344291,-0.7984169547698509
1,-0.47,10.25,0.8589374651277006,-0.7426197245520467
1,-0.47,10.3,0.8476150323112491,-0.6860383967902038
1,-0.47,10.350000000000001,0.8353031312044747,-0.6285982078623518
1,-0.47,10.4,0.8220556118657667,-0.5701208001287686
1,-0.47,10.450000000000001,0.8078513891799655,-0.5103589459555798
1,-0.47,10.5,0.7925858805202122,-0.44904524240089
1,-0.47,10.55,0.7760863315379288,-0.3859382863436046
1,-0.47,10.600000000000001,0.7581425057335857,-0.32085428204711797
1,-0.47,10.65,0.7385422885657936,-0.2536791896981049
1,-0.47,10.700000000000001,0.7171037275039086,-0.18436258987606774
1,-0.47,10.75,0.6936981122938133,-0.11289698359934253
1,-0.47,10.8,0.6682614585624402,-0.03928727175246881
1,-0.47,10.850000000000001,0.6407941128006717,0.03648479203468546
1,-0.47,10.9,0.6113504674080164,0.11449656319802962
1,-0.47,10.950000000000001,0.580022864204507,0.19491716309488433
1,-0.47,11.,0.5469250433103242,0.2780355836918607
1,-0.47,11.05,0.5121804340269159,0.36428676278388505
1,-0.47,11.100000000000001,0.4759189973094161,0.4542834428852987
1,-0.47,11.15,0.43828408367176647,0.5488680232166059
1,-0.47,11.200000000000001,0.399448622478536,0.6492072598734233
1,-0.47,11.25,0.35963925119486057,0.7569667153249414
1,-0.47,11.3,0.3191684069578316,0.874628376572795
1,-0.47,11.350000000000001,0.27847939780170455,1.006067325898556
1,-0.47,11.4,0.23822071698322125,1.1576019972789773
1,-0.47,11.450000000000001,0.19938973895363823,1.3398725534831297
1,-0.47,11.5,0.1636316748065606,1.5707838326809134
1,-0.47,11.55,0.13381507015280453,1.8772928172735768
1,-0.47,11.600000000000001,0.11464721104326961,2.2817161593926802
1,-0.47,11.65,0.11127993979150061,2.749381131362943
1,-0.47,11.700000000000001,0.12423948245223819,-3.106103821824519
1,-0.47,11.75,0.14848137930393832,-2.7769832743731255
1,-0.47,11.8,0.17865452695076048,-2.5330514445110537
1,-0.47,11.850000000000001,0.2114703714471604,-2.345669275156876
1,-0.47,11.9,0.24517582262531515,-2.1941372898381735
1,-0.47,11.950000000000001,0.2788280330239411,-2.0658749556409046
1,-0.47,12.,0.3118929912646323,-1.9533552113458126
1,-0.46,8.,0.9389905590579706,-3.132538363650662
1,-0.46,8.05,1.0578019545264605,-2.9779810842968124
1,-0.46,8.1,0.9586032943819879,-2.6842344742841657
1,-0.46,8.15,0.9102186698810346,-2.6979954166554965
1,-0.46,8.200000000000001,0.9554564893285303,-2.6354028115722348
1,-0.46,8.25,0.9609595782341732,-2.545130654635806
1,-0.46,8.3,0.948845017376389,-2.4702816755932777
1,-0.46,8.35,0.9317473064087709,-2.414267578093004
1,-0.46,8.4,0.9231882327023021,-2.3726730264479587
1,-0.46,8.450000000000001,0.924924406100304,-2.3325596760488216
1,-0.46,8.5,0.931140492621817,-2.2883696065268264
1,-0.46,8.55,0.937588426763044,-2.240399340246176
1,-0.46,8.600000000000001,0.9421738130514985,-2.1902401975584707
1,-0.46,8.65,0.9440753380954298,-2.1397120810967865
1,-0.46,8.700000000000001,0.9435549491153125,-2.090456105456284
1,-0.46,8.75,0.9416268953253194,-2.043430503520197
1,-0.46,8.8,0.9394661079570673,-1.9987255458118345
1,-0.46,8.850000000000001,0.9379314367265872,-1.9557927133954724
1,-0.46,8.9,0.9374024509248949,-1.9138306990825154
1,-0.46,8.950000000000001,0.9378492069623986,-1.8720915996178862
1,-0.46,9.,0.9389869008670995,-1.8300403703567525
1,-0.46,9.05,0.9404283694147045,-1.787397557207799
1,-0.46,9.100000000000001,0.9418037476035015,-1.7441093321224994
1,-0.46,9.15,0.9428390954982722,-1.7002778534107634
1,-0.46,9.200000000000001,0.943392797301315,-1.6560758426950921
1,-0.46,9.25,0.9434534524818912,-1.6116629996964387
1,-0.46,9.3,0.9431076311853277,-1.56711229732896
1,-0.46,9.350000000000001,0.9424832269064527,-1.5223313476359
1,-0.46,9.4,0.9416079152173691,-1.4768723291508596
1,-0.46,9.450000000000001,0.9388848891104808,-1.4294043375620724
1,-0.46,9.5,0.93349288160114,-1.389230932477769
1,-0.46,9.55,0.9346994816517232,-1.3442590933318914
1,-0.46,9.600000000000001,0.9324109297943691,-1.2970629060563075
1,-0.46,9.65,0.9279974218714188,-1.2508771492258974
1,-0.46,9.700000000000001,0.9238982189613746,-1.2066875792171345
1,-0.46,9.75,0.9217412277857598,-1.1620584564138372
1,-0.46,9.8,0.9200360465764371,-1.1150264267791814
1,-0.46,9.850000000000001,0.9172436344832271,-1.0659401065667502
1,-0.46,9.9,0.9128534515463038,-1.0157394571569058
1,-0.46,9.950000000000001,0.9069955176294975,-0.9652162290133907
1,-0.46,10.,0.900174858569156,-0.9147942104188035
1,-0.46,10.05,0.8929772667879066,-0.864372948948046
1,-0.46,10.100000000000001,0.8857234161971783,-0.8134221406195993
1,-0.46,10.15,0.8783295776643298,-0.7613236330965725
1,-0.46,10.200000000000001,0.8704403701575427,-0.7076645896883575
1,-0.46,10.25,0.8616437146524079,-0.6523125577070862
1,-0.46,10.3,0.8516146998496444,-0.595342561526919
1,-0.46,10.350000000000001,0.8401704832949084,-0.5369268640978302
1,-0.46,10.4,0.8272678459846001,-0.47723506429922397
1,-0.46,10.450000000000001,0.8129650097021397,-0.41635509530947407
1,-0.46,10.5,0.797360083651044,-0.3542442314684917
1,-0.46,10.55,0.7805236127113644,-0.2907219694287724
1,-0.46,10.600000000000001,0.7624481969288143,-0.22550594284261125
1,-0.46,10.65,0.7430320201714056,-0.1582746474010254
1,-0.46,10.700000000000001,0.7220976921442139,-0.08873113976639746
1,-0.46,10.75,0.6994342656747666,-0.016646256462611322
1,-0.46,10.8,0.6748457994238387,0.05812799665705832
1,-0.46,10.850000000000001,0.6481928918153916,0.1356738005148367
1,-0.46,10.9,0.619419387006897,0.21604549523885302
1,-0.46,10.950000000000001,0.5885616042522651,0.29932308776921623
1,-0.46,11.,0.5557414857647394,0.3856753161889432
1,-0.46,11.05,0.5211483214978246,0.4754279510898407
1,-0.46,11.100000000000001,0.4850162399342933,0.569136347513247
1,-0.46,11.15,0.4476057361115918,0.6676675033501439
1,-0.46,11.200000000000001,0.40919675951796103,0.7723070211462334
1,-0.46,11.25,0.3700988124812075,0.884921478176646
1,-0.46,11.3,0.33068177754451483,1.0082281321752509
1,-0.46,11.350000000000001,0.2914320950067099,1.1462532325789256
1,-0.46,11.4,0.2530452410143293,1.3050874039147407
1,-0.46,11.450000000000001,0.2165789232589358,1.4939944489358954
1,-0.46,11.5,0.18370471686921921,1.7264287188450644
1,-0.46,11.55,0.15704688790294447,2.0183339785715892
1,-0.46,11.600000000000001,0.14025136719476214,2.3761839133179783
1,-0.46,11.65,0.13669478775725136,2.772542893909467
1,-0.46,11.700000000000001,0.14675005962520082,-3.1354798871177003
1,-0.46,11.75,0.16724579217427266,-2.823194889652667
1,-0.46,11.8,0.19412904728556207,-2.5760157776769534
1,-0.46,11.850000000000001,0.2243638718688907,-2.3789235454747266
1,-0.46,11.9,0.2560727455236109,-2.2169541966175204
1,-0.46,11.950000000000001,0.2881501466249844,-2.0793302807373015
1,-0.46,12.,0.31994113521083845,-1.9588929941056676
1,-0.45,8.,0.9643156972693123,-2.6913307289028356
1,-0.45,8.05,1.0053248156690453,-2.6156356215693237
1,-0.45,8.1,1.01300821319474,-2.5125978322212963
1,-0.45,8.15,0.9869791877238344,-2.4277367953121147
1,-0.45,8.200000000000001,0.9576044825500766,-2.372502868365063
1,-0.45,8.25,0.9412468459442507,-2.333725731569276
1,-0.45,8.3,0.9369970522899205,-2.2968034350584667
1,-0.45,8.35,0.9380837521245105,-2.2561304790431302
1,-0.45,8.4,0.9398659441643792,-2.2122060060472553
1,-0.45,8.450000000000001,0.940427181125684,-2.166834769944142
1,-0.45,8.5,0.9393117065170645,-2.1216948398833337
1,-0.45,8.55,0.9369917598356988,-2.078011025451094
1,-0.45,8.600000000000001,0.934402773433384,-2.036252168510267
1,-0.45,8.65,0.93239753592553,-1.996153856915162
1,-0.45,8.700000000000001,0.9314309453738372,-1.9570543078901157
1,-0.45,8.75,0.931547607479081,-1.9182510456098225
1,-0.45,8.8,0.9325195370607524,-1.879205701624421
1,-0.45,8.850000000000001,0.9339945497699652,-1.8396066173763055
1,-0.45,8.9,0.9356077933621545,-1.7993543960155085
1,-0.45,8.950000000000001,0.9370563168774864,-1.7585132171383506
1,-0.45,9.,0.9381420633358255,-1.717247342058317
1,-0.45,9.05,0.9387854472668395,-1.6757551623514824
1,-0.45,9.100000000000001,0.9390129897930061,-1.63421205428614
1,-0.45,9.15,0.9389267309007663,-1.5927306502421068
1,-0.45,9.200000000000001,0.9386658984963713,-1.5513420205707271
1,-0.45,9.25,0.9383707343049441,-1.5099957112939837
1,-0.45,9.3,0.9381551220347304,-1.4685726120680085
1,-0.45,9.350000000000001,0.938090630483004,-1.4269030548983592
1,-0.45,9.4,0.9382011133014073,-1.3847819880325363
1,-0.45,9.450000000000001,0.9384642118908957,-1.3419711844996174
1,-0.45,9.5,0.9388105682191695,-1.2981673015377504
1,-0.45,9.55,0.9390745620024002,-1.252855871933983
1,-0.45,9.600000000000001,0.938357882686558,-1.2046643432827402
1,-0.45,9.65,0.9285191161198567,-1.157132495681676
1,-0.45,9.700000000000001,0.9303817598169044,-1.118245026151896
1,-0.45,9.75,0.9295984896717507,-1.0682298469475413
1,-0.45,9.8,0.9239772518844822,-1.0183020103021418
1,-0.45,9.850000000000001,0.9165787292971619,-0.971743563193644
1,-0.45,9.9,0.9117044839200913,-0.9270299095568164
1,-0.45,9.950000000000001,0.9088931796421403,-0.8797205746802208
1,-0.45,10.,0.9053522259319849,-0.8291054141108837
1,-0.45,10.05,0.8997974805477064,-0.7764963286666101
1,-0.45,10.100000000000001,0.892177304687807,-0.723192728192815
1,-0.45,10.15,0.883113567441923,-0.6700200881503773
