"k","fa/c"
1.46,0.6606484229435972
1.46,0.8249944435750268
1.46,0.918342705054262
1.46,1.0020277697216862
1.47,0.17836519525866218
1.47,0.5187748225681877
1.47,0.6595311669977993
1.47,0.8253639858473034
1.47,0.9191478261734851
1.47,1.0032455954118404
1.48,0.17536149860167194
1.48,0.5202939132864849
1.48,0.6584125994779344
1.48,0.8257317400965553
1.48,0.9199210852975043
1.48,1.0045147791247846
1.49,0.1723334518607263
1.49,0.5218092923298928
1.49,0.6572931919766568
1.49,0.8260977241762073
1.49,0.9206611120423478
1.49,1.005835607620003
1.5,0.16928193747924553
1.5,0.5233202604675831
1.5,0.6561733935180175
1.5,0.8264619505624629
1.5,0.9213667569210398
1.5,1.007208166197426
1.51,0.16620780488976045
1.51,0.5248261517533716
1.51,0.6550536321774248
1.51,0.8268244243879159
1.51,0.9220370958982
1.51,1.0086323334280523
1.52,0.16311187213673323
1.52,0.526326331332306
1.52,0.6539343167287947
1.52,0.8271851416593637
1.52,0.9226714315976126
1.52,1.0101077788463644
1.53,0.1599949274340742
1.53,0.5278201932416884
1.53,0.652815838324704
1.53,0.8275440876515725
1.53,0.9232692912397782
1.53,1.0116339635218066
1.54,0.15685773065745723
1.54,0.529307158197959
1.54,0.6516985722168966
1.54,0.8279012354688948
1.54,0.9238304215008319
1.54,1.0132101433108662
1.55,0.15370101477190418
1.55,0.5307866713591571
1.55,0.6505828795261386
1.55,0.8282565447666339
1.55,0.9243547805835035
1.55,1.0148353744888068
1.56,0.15052548719569692
1.56,0.5322582000508717
1.56,0.6494691090721466
1.56,0.8286099606246086
1.56,0.9248425278693717
1.56,1.0165085213766618
1.57,0.14733183110198764
1.57,0.5337212314416783
1.57,0.6483575992761641
1.57,0.8289614125658102
1.57,0.9252940115757755
1.57,1.018228265558407
1.58,0.14412070665991378
1.58,0.5351752701520397
1.58,0.6472486801508379
1.58,0.8293108137137386
1.58,0.9257097548694684
1.58,1.0199931162283602
1.5899999999999999,0.14089275221685388
1.5899999999999999,0.5366198357783395
1.5899999999999999,0.6461426753942898
1.5899999999999999,0.8296580600827467
1.5899999999999999,0.9260904408935671
1.5899999999999999,1.021801421036376
1.6,0.13764858542426534
1.6,0.5380544603112488
1.6,0.6450399046078616
1.6,0.8300030299965154
1.6,0.9264368971457523
1.6,1.0236513771962776
1.6099999999999999,0.13438880430889852
1.6099999999999999,0.5394786854247459
1.6099999999999999,0.6439406856598691
1.6099999999999999,0.8303455836305664
1.6099999999999999,0.9267500796107466
1.6099999999999999,1.0255410423406097
1.62,0.13111398829194262
1.62,0.5408920596089107
1.62,0.6428453372210151
1.62,0.8306855626756025
1.62,0.9270310570016512
1.62,1.0274683447005708
1.63,0.1278246991581587
1.63,0.542294135115917
1.63,0.6417541815008327
1.63,0.83102279011921
1.63,0.9272809954077924
1.63,1.029431092311258
1.6400000000000001,0.124521481977445
1.6400000000000001,0.5436844646844297
1.6400000000000001,0.6406675472188389
1.6400000000000001,0.8313570701442763
1.6400000000000001,0.9275011435866674
1.6400000000000001,1.0314269809654655
1.65,0.12120486598103258
1.65,0.5450625980027961
1.65,0.6395857728489998
1.65,0.8316881881431953
1.65,0.9276928190778168
1.65,1.0334536006919655
1.6600000000000001,0.1178753653945807
1.6600000000000001,0.5464280778658233
1.6600000000000001,0.6385092101817186
1.6600000000000001,0.8320159108475822
1.6600000000000001,0.9278573952599908
1.6600000000000001,1.0355084405846509
1.67,0.11453348023037169
1.67,0.5477804359736427
1.67,0.6374382282540094
1.67,0.8323399865738365
1.67,0.9279962894224745
1.67,1.037588891852062
1.6800000000000002,0.11117969704082457
1.6800000000000002,0.5491191883138783
1.6800000000000002,0.6363732177058286
1.6800000000000002,0.8326601455853858
1.6800000000000002,0.9281109518776608
1.6800000000000002,1.0396922489912437
1.69,0.10781448963518474
1.69,0.5504438300601664
1.69,0.6353145956288297
1.69,0.8329761005728176
1.69,0.9282028561060381
1.69,1.0418157090153755
1.7000000000000002,0.10443831976178508
1.7000000000000002,0.5517538299108239
1.7000000000000002,0.6342628109830918
1.7000000000000002,0.8332875472534271
1.7000000000000002,0.9282734898963705
1.7000000000000002,1.043956368680448
1.71,0.10105163775740711
1.71,0.5530486237812691
1.71,0.6332183506677163
1.71,0.8335941650918428
1.71,0.928324347422717
1.71,1.0461112196628224
1.72,0.09765488316595318
1.72,0.5543276077525497
1.72,0.6321817463424272
1.72,0.833895618143384
1.72,0.9283569221853814
1.72,1.0482771416366699
1.73,0.09424848532790162
1.73,0.5555901301664409
1.73,0.6311535821093439
1.73,0.8341915560216933
1.73,0.9283727007337802
1.73,1.0504508931889063
1.74,0.09083286394282235
1.74,0.5568354827452527
1.74,0.6301345031764799
1.74,0.8344816149918629
1.74,0.9283731570850905
1.74,1.0526291004890247
1.75,0.08740842960556705
1.75,0.5580628906024777
1.75,0.6291252256365504
1.75,0.834765419189752
1.75,0.9283597477519627
1.75,1.0548082436031405
1.76,0.08397558431903794
1.76,0.5592715009999063
1.76,0.6281265475053199
1.76,0.83504258196758
1.76,0.928333907295029
1.76,1.0569846403054772
1.77,0.08053472198370148
1.77,0.5604603706994304
1.77,0.6271393611711069
1.77,0.8353127073649154
1.77,0.9282970443207074
1.77,1.0591544271974638
1.78,0.07708622886659335
1.78,0.5616284517562911
1.78,0.6261646674086426
1.78,0.8355753917032182
1.78,0.9282505378507626
1.78,1.0613135378954297
1.79,0.07363048404932368
1.79,0.5627745756088208
1.79,0.625203591102216
1.79,0.8358302253007407
1.79,0.9281957339976208
1.79,1.0634576779951075
1.8,0.07016785985942234
1.8,0.5638974353434986
1.8,0.624257398799321
1.8,0.8360767943031867
1.8,0.9281339428869073
1.8,1.0655822964696218
1.81,0.06669872228203597
1.81,0.5649955660614948
1.81,0.6233275181686783
1.81,0.8363146826238671
1.81,0.9280664357770634
1.81,1.0676825531149505
1.82,0.06322343135712362
1.82,0.5660673233549111
1.82,0.622415559354591
1.82,0.8365434739853376
1.82,0.9279944423338112
1.82,1.0697532816383741
1.83,0.05974234156174048
1.83,0.5671108600323663
1.83,0.6215233380880997
1.83,0.8367627540525525
1.83,0.9279191480251852
1.83,1.0717889480148932
1.8399999999999999,0.05625580217448529
1.8399999999999999,0.5681241014336862
1.8399999999999999,0.6206529002152887
1.8399999999999999,0.836972112645553
1.8399999999999999,0.9278416916108891
1.8399999999999999,1.0737836559034022
1.85,0.05276415763639974
1.85,0.5691047199659417
1.85,0.6198065470109606
1.85,0.8371711460176033
1.85,0.9277631627049019
1.85,1.0757308963700327
1.8599999999999999,0.049267747887598204
1.8599999999999999,0.5700501099030134
1.8599999999999999,0.6189868602352845
1.8599999999999999,0.8373594591827377
1.8599999999999999,0.9276845994023819
1.8599999999999999,1.0776237767130454
1.87,0.045766908700508036
1.87,0.5709573640466248
1.87,0.6181967253361501
1.87,0.8375366682744366
1.87,0.9276069859595647
1.87,1.079454779169118
1.88,0.042261972002455114
1.88,0.5718232545631223
1.88,0.6174393504829554
1.88,0.8377024029153971
1.88,0.9275312505291612
1.88,1.0812157450618918
1.8900000000000001,0.03875326618707456
1.8900000000000001,0.5726442211861723
1.8900000000000001,0.6167182782419589
1.8900000000000001,0.8378563085766099
1.8900000000000001,0.9274582629538354
1.8900000000000001,1.0828978197908012
1.9,0.0352411164177623
1.9,0.5734163709638951
1.9,0.6160373857149624
1.9,0.8379980489023982
1.9,0.9273888326263476
1.9,1.0844914103409706
1.9100000000000001,0.03172584491983935
1.9100000000000001,0.5741354947131674
1.9100000000000001,0.6154008679788329
1.9100000000000001,0.838127307976908
1.9100000000000001,0.9273237064280334
1.9100000000000001,1.085986167381506
1.92,0.028207771273184166
1.92,0.5747971061037144
1.92,0.6148131989034897
1.92,0.838243792506921
1.92,0.9272635667604535
1.92,1.0873710090086923
1.9300000000000002,0.024687212702028182
1.9300000000000002,0.5753965094830923
1.9300000000000002,0.6142790632375114
1.9300000000000002,0.8383472338952567
1.9300000000000002,0.9272090296869833
1.9300000000000002,1.088634208381759
1.94,0.021164484324525914
1.94,0.5759289017068918
1.94,0.6138032546972502
1.94,0.8384373901793895
1.94,0.9271606432024013
1.94,1.0897635713261493
1.9500000000000002,0.01763989943570235
1.9500000000000002,0.5763895108546697
1.9500000000000002,0.6133905371791625
1.9500000000000002,0.8385140478103854
1.9500000000000002,0.9271188856493932
1.9500000000000002,1.0907467297458786
1.96,0.014113769871965678
1.96,0.5767737704305067
1.96,0.613045470496656
1.96,0.8385770232493795
1.96,0.927084164301029
1.96,1.0915715687384409
1.97,0.01058640603317462
1.97,0.5770775215261826
1.97,0.6127722081636576
1.97,0.8386261643575739
1.97,0.9270568141255792
1.97,1.092226786201487
1.98,0.007058117397183584
1.98,0.5772972282367045
1.98,0.6125742819352649
1.98,0.8386613515639337
1.98,0.9270370967524724
1.98,1.092702552656263
1.99,0.0035292126567493705
1.99,0.577430184978976
1.99,0.6124543944548877
1.99,0.8386824987902685
1.99,0.9270251996513375
1.99,1.0929912010277114
2,1.9712090851799864e-8
2,0.5774746904777306
2,0.6124142452438042
2,0.8386895541223766
2,0.9270212355372334
2,1.0930878435539224
2.01,0.0035292126273167974
2.01,0.5774301828310281
2.01,0.6124543978909545
2.01,0.8386824958349435
2.01,0.9270251769272417
2.01,1.0929913139780598
2.02,0.007058117321150274
2.02,0.5772972239143584
2.02,0.6125742888488032
2.02,0.8386613456719811
2.02,0.9270370507257696
2.02,1.0927027813578973
2.0300000000000002,0.010586405923636662
2.0300000000000002,0.5770775150424114
2.0300000000000002,0.6127722185560623
2.0300000000000002,0.8386261555401326
2.0300000000000002,0.9270567442436471
2.0300000000000002,1.0922271309401934
2.04,0.014113769723668347
2.04,0.5767737618341835
2.04,0.6130454843329163
2.04,0.8385770115098058
2.04,0.9270840700372418
2.04,1.0915720275198955
2.05,0.01763989927330469
2.05,0.576389500225057
2.05,0.613390554393438
2.05,0.8385140331440335
2.05,0.9271187665031672
2.05,1.0907472986969362
2.06,0.02116448410877656
2.06,0.575928889146987
2.06,0.6138032751996103
2.06,0.8384373725730835
2.06,0.9271604986988919
2.06,1.0897642451774507
2.0700000000000003,0.02468721245602
2.0700000000000003,0.5753964951126188
2.0700000000000003,0.6142790869210057
2.0700000000000003,0.8383472133279218
2.0700000000000003,0.9272088593776158
2.0700000000000003,1.0886349809509006
2.08,0.028207771000394337
2.08,0.5747970900524981
2.08,0.6148132256508554
2.08,0.8382437689490333
2.08,0.927263370222785
2.08,1.0873718736316433
2.09,0.03172584461687072
2.09,0.5741354771153386
2.09,0.6154008976683719
2.09,0.8381272813907268
2.09,0.9273234832658142
2.09,1.0859871172601123
2.1,0.03524111608774321
2.1,0.5734163519531629
2.1,0.6160374182253389
2.1,0.8379980192421134
2.1,0.927388582469725
2.1,1.08449243880021
2.1100000000000003,0.03875326583130498
2.1100000000000003,0.5726442008922359
2.1100000000000003,0.616718313455867
2.1100000000000003,0.8378562757885026
2.1100000000000003,0.9274579854595952
2.1100000000000003,1.0828989204536954
2.12,0.042261971623071694
2.12,0.5718232331091406
2.12,0.6174393882897239
2.12,0.8377023669381035
2.12,0.9275309453810345
2.12,1.0812169119566266
2.13,0.04576690829738737
2.13,0.5709573415475908
2.13,0.618196765633452
2.13,0.8375366290392594
2.13,0.9276066528686571
2.13,1.0794560067843548
2.14,0.04926774746290829
2.14,0.5700500864648523
2.14,0.6189869029301128
2.14,0.8373594166139671
2.14,0.927684238107716
2.14,1.0776250600165593
2.1500000000000004,0.052764157191551704
2.1500000000000004,0.5691046956851671
2.1500000000000004,0.619806592020053
2.1500000000000004,0.8371711000328872
2.1500000000000004,0.9277627729740976
2.1500000000000004,1.0757322308025394
2.16,0.056255801710222916
2.16,0.5681240763974442
2.16,0.6206529474651555
2.16,0.8369720631563079
2.16,0.9278412732410115
2.16,1.0737850373568294
2.17,0.059742341078644394
2.17,0.567110834318747
2.17,0.621523387514782
2.17,0.8367627009643843
2.17,0.9279187008440188
2.17,1.0717904165186456
2.1799999999999997,0.06322343085734305
2.1799999999999997,0.5660672970334862
2.1799999999999997,0.6224156109032462
2.1799999999999997,0.8365434171984446
2.1799999999999997,0.9279939662004155
2.1799999999999997,1.0697547829725835
2.19,0.06669872176658201
2.19,0.5649955391938326
2.19,0.6233275717930716
2.19,0.8363146220335104
2.19,0.9280659305839826
2.19,1.067684085360379
2.2,0.07016785932932595
2.2,0.5638974079838406
2.2,0.6242574544612702
2.2,0.8360767298001162
2.2,0.9281334085616417
2.2,1.065583857911644
2.21,0.07363048350577825
2.21,0.5627745478047099
2.21,0.6252036487710272
2.21,0.8358301567716202
2.21,0.9281951705046618
2.21,1.0634592670872205
2.2199999999999998,0.07708622831083824
2.2199999999999998,0.5616284235491855
2.2199999999999998,0.6261647270605617
2.2199999999999998,0.8355753190310623
2.2199999999999998,0.9282499451938842
2.2199999999999998,1.0613151532299483
2.23,0.08053472141701444
2.23,0.5604603421253024
2.23,0.6271394227888055
2.23,0.8353126304294893
2.23,0.9282964225455872
2.23,1.0591560674816671
2.24,0.08397558374231583
2.24,0.5592714720897899
2.24,0.6281266110774124
2.24,0.8350425006458043
2.24,0.9283332564922049
2.24,1.0569863043418533
2.25,0.08740842902017762
2.25,0.5580628613829706
2.25,0.6291252911571548
2.25,0.8347653333560701
2.25,0.9283590680600916
2.25,1.0548099302726008
2.26,0.09083286334989193
2.26,0.556835453238988
2.26,0.6301345706448218
2.26,0.834481524518595
2.26,0.928372448694636
2.26,1.052630817014135
2.27,0.09424848472861823
2.27,0.5555901003925058
2.27,0.6311536515293997
2.27,0.8341914607793737
2.27,0.9283719638908359
2.27,1.0504526290474097
2.2800000000000002,0.09765488256134706
2.2800000000000002,0.5543275777268641
2.2800000000000002,0.6321818177226
2.2800000000000002,0.8338955180010619
2.2800000000000002,0.9283561571960158
2.2800000000000002,1.0482788960274965
2.29,0.10105163714878976
2.29,0.553048593516934
2.29,0.6332184240205543
2.29,0.8335940599173737
2.29,0.9283235546575151
2.29,1.0461129918086316
2.3,0.10443831915026362
2.3,0.5517537994184304
2.3,0.634262886325032
2.3,0.8332874369137278
2.3,0.9282726697952586
2.3,1.04395815780477
2.31,0.10781448902190723
2.31,0.5504437993480779
2.31,0.6353146729799691
2.31,0.8329759849341138
2.31,0.9282020091833005
2.31,1.0418175143277915
2.3200000000000003,0.11117969642698433
2.3200000000000003,0.5491191573884809
2.3200000000000003,0.6363732970897238
2.3200000000000003,0.8326600245134285
2.3200000000000003,0.9281100787270847
2.3200000000000003,1.0396940696766612
2.33,0.11453347961718857
2.33,0.5477804048395714
2.33,0.6374383096974862
2.33,0.8323398599341073
2.33,0.927995390722527
2.33,1.0375907270620524
2.34,0.11787536478326313
2.34,0.5464280465261704
2.34,0.6385092937147125
2.34,0.8320157785054789
2.34,0.9278564717789332
2.34,1.0355102894297528
2.35,0.12120486537271735
2.35,0.5450625664592949
2.35,0.6395858585044013
2.35,0.8316880499642049
2.35,0.9276918716785763
2.35,1.033455462234471
2.3600000000000003,0.12452148137348516
2.3600000000000003,0.5436844329376267
2.3600000000000003,0.6406676350323546
2.3600000000000003,0.8313569259941361
2.3600000000000003,0.9275001732313478
2.3600000000000003,1.0314288542123982
2.37,0.12782469855975237
2.37,0.5422941031653172
2.37,0.6417542715108541
2.37,0.8310226398640678
2.37,0.9272800031615906
2.37,1.0294329762071028
2.38,0.13111398770031613
2.38,0.5408920274531238
2.38,0.6428454294685001
2.38,0.830685406182166
2.38,0.9270300440360266
2.38,1.0274702381187788
2.39,0.1343888037253952
2.39,0.5394786530616071
2.39,0.6439407801882174
2.39,0.8303454207662655
2.39,0.9267490472055536
2.39,1.0255429440710517
2.4000000000000004,0.13764858485016035
2.4000000000000004,0.5380544277379355
2.4000000000000004,0.6450400014628056
2.4000000000000004,0.8300028606296477
2.4000000000000004,0.9264358466901608
2.4000000000000004,1.023653285921993
2.41,0.1408927516534978
2.41,0.536619802991481
2.41,0.6461427746237827
2.41,0.8296578840826575
2.41,0.9260893738855083
2.41,1.0218033352904716
2.42,0.14412070610869704
2.42,0.5351752371478044
2.42,0.647248781804935
2.42,0.8293106309509877
2.42,0.9257086729133817
2.42,1.0199950343595052
2.4299999999999997,0.14733183056433125
2.4299999999999997,0.5337211982158675
2.4299999999999997,0.648357703406913
2.4299999999999997,0.8289612229123872
2.4299999999999997,0.9252929163785387
2.4299999999999997,1.0182301858773515
2.44,0.15052548667298452
2.44,0.5322581665989979
2.44,0.6494692157334646
2.44,0.8286097639541407
2.44,0.9248414212340523
2.44,1.0165104424732339
2.45,0.15370101426563823
2.45,0.5307866376765198
2.45,0.6505829887736891
2.45,0.8282563409546405
2.45,0.9243536644008372
2.45,1.0148372950793068
2.46,0.15685773016910506
2.46,0.5293071242797108
2.46,0.6516986841079578
2.46,0.8279010243930699
2.46,0.9238292977387472
2.46,1.0132120618891565
2.4699999999999998,0.15999492696517495
2.4699999999999998,0.5278201590828971
2.4699999999999998,0.6528159529180293
2.4699999999999998,0.8275438691921029
2.4699999999999998,0.923268161930688
2.4699999999999998,1.0116358783926456
2.48,0.16311187168887564
2.48,0.5263262969280128
2.48,0.6539344340844604
2.48,0.8271849156992881
2.48,0.9226702988236445
2.48,1.010109688233888
2.49,0.16620780446453262
2.49,0.5248261170986422
2.49,0.6550537523566685
2.49,0.826824190813545
2.49,0.9220359617746391
2.49,1.008634235529048
2.5,0.1692819370782886
2.5,0.5233202255575606
2.5,0.6561735165830613
2.5,0.8264617092638337
2.5,0.9213656235783031
2.5,1.007210059207508
2.51,0.17233345148571408
2.51,0.5218092571598351
2.51,0.657293317990514
2.51,0.8260974750476139
2.51,0.9206599816069062
2.51,1.0058374897520188
2.52,0.17536149825430797
2.52,0.5202938778518101
2.52,0.6584127285042022
2.52,0.8257314830371264
2.52,0.919919959872199
2.52,1.0045166486256558
2.5300000000000002,0.17836519494071093
2.5300000000000002,0.5187747868645134
2.5300000000000002,0.6595312991004266
2.5300000000000002,0.8253637207616691
2.5300000000000002,0.9191467078177695
2.5300000000000002,1.003247450579253
2.54,0.1813436244033659
2.54,0.5172527189083355
2.54,0.6606485581866337
2.54,0.824994170374039
2.54,0.9183415957648996
2.54,1.0020296089207017
2.55,0.18429583305246594
2.55,0.5157284463740912
2.55,0.6617640100043578
2.55,0.8246228108089433
2.55,0.9175062070568807
2.55,1.0008626437053727
2.56,0.18722082903940912
2.56,0.5142027815437512
2.56,0.6628771330523512
2.56,0.8242496201404657
2.56,0.916642327067934
2.56,0.9997458926854793
2.5700000000000003,0.19011758039026933
2.5700000000000003,0.5126765788122363
2.5700000000000003,0.6639873785287114
2.5700000000000003,0.8238745781445405
2.5700000000000003,0.9157519293549679
2.5700000000000003,0.998678524744098
2.58,0.19298501308799626
2.58,0.5111507369195959
2.58,0.6650941687924533
2.58,0.8234976690707659
2.58,0.91483715932569
2.58,0.9976595554444802
2.59,0.19582200911106468
2.59,0.5096262011906276
2.59,0.6661968958466428
2.59,0.823118884625679
2.59,0.9139003158692894
2.59,0.9966878642533444
2.6,0.19862740443738486
2.6,0.5081039657765497
2.6,0.6672949198470508
2.6,0.8227382271668234
2.6,0.9129438314423922
2.6,0.9957622129514997
2.6100000000000003,0.20139998702510847
2.6100000000000003,0.5065850758905103
2.6100000000000003,0.6683875676421996
2.6100000000000003,0.8223557131033834
2.6100000000000003,0.9119702511218807
2.6100000000000003,0.9948812647277927
2.62,0.20413849478473164
2.62,0.5050706300257243
2.62,0.6694741313527877
2.62,0.8219713764949232
2.62,0.9109822111291133
2.62,0.9940436034617347
2.63,0.20684161355961247
2.63,0.503561782141497
2.63,0.6705538670007687
2.63,0.8215852728347146
2.63,0.9099824172997104
2.63,0.9932477527330822
2.64,0.20950797513617708
2.64,0.5020597437986596
2.64,0.6716259932007954
2.64,0.8211974829982275
2.64,0.9089736239249028
2.64,0.9924921941482577
2.6500000000000004,0.21213615530851843
2.6500000000000004,0.5005657862216065
2.6500000000000004,0.6726896899294614
2.6500000000000004,0.8208081173307242
2.6500000000000004,0.907958613329236
2.6500000000000004,0.9917753846384869
2.66,0.21472467202702883
2.66,0.49908124225945305
2.66,0.6737440973906201
2.66,0.8204173198403832
2.66,0.9069401764814976
2.66,0.9910957724568114
2.67,0.21727198366544756
2.67,0.4976075082136448
2.67,0.6747883149981951
2.67,0.8200252724552317
2.67,0.9059210948659342
2.67,0.9904518116758131
2.6799999999999997,0.21977648744630407
2.6799999999999997,0.4961460454936908
