"ky(2π/a)","Frequency(GHz)","Abs[R]","Arg[R]"
-0.23333333333333323,8.,0.26280704753123846,-1.2057362287078461
-0.19999999999999998,8.,0.3631635495192981,-1.1275231772740484
-0.1666666666666668,8.,0.5561996921631602,-1.0567269461668387
-0.13333333333333347,8.,0.6916715732625892,-1.0019711836049814
-0.09999999999999999,8.,0.7775034263283445,-0.9135758735958096
-0.06666666666666665,8.,0.8342319726810441,-0.9729725864476652
-0.033333333333333326,8.,0.914056519124706,-0.9484544858171856
-7.780343540788976e-17,8.,0.9621623633480748,-0.9202791525246397
0.033333333333333326,8.,0.9616485321365495,-0.8812639773231166
0.06666666666666658,8.,0.9317001561475726,-0.8640972190675228
0.09999999999999983,8.,0.8634761380220507,-0.7877190628529614
0.1333333333333334,8.,0.8145842548244326,-0.8372025492299637
0.16666666666666657,8.,0.713141853924028,-0.8634208520572251
0.20000000000000004,8.,0.564628186856964,-0.9675331693660202
0.2333333333333333,8.,0.4393401323542261,-1.0295874979964044
-0.23333333333333323,8.020000000000001,0.2636939339952535,-1.2019469545320551
-0.19999999999999998,8.020000000000001,0.3615651217315338,-1.1137997100684884
-0.1666666666666668,8.020000000000001,0.5599098394398027,-1.038144866593835
-0.13333333333333347,8.020000000000001,0.6948730627722012,-0.980572362180778
-0.09999999999999999,8.020000000000001,0.7840609146900754,-0.8941642310511945
-0.06666666666666665,8.020000000000001,0.8384434333461558,-0.9591120323914657
-0.033333333333333326,8.020000000000001,0.9206392235580597,-0.9274587906601507
-7.780343540788976e-17,8.020000000000001,0.9722445890256965,-0.9000751665171234
0.033333333333333326,8.020000000000001,0.9720592266900734,-0.8652265691908098
0.06666666666666658,8.020000000000001,0.9384269292543476,-0.8479162832818371
0.09999999999999983,8.020000000000001,0.866664309684443,-0.7600977342703191
0.1333333333333334,8.020000000000001,0.8164549272271324,-0.8050648499829121
0.16666666666666657,8.020000000000001,0.7099557574510027,-0.8264717836736839
0.20000000000000004,8.020000000000001,0.5600090105832431,-0.9350442505937416
0.2333333333333333,8.020000000000001,0.4406667936808345,-1.0129111441735812
